FIPS,svi_rpl_themes,svi_rpl_theme1,svi_rpl_theme2,svi_rpl_theme3,svi_rpl_theme4,svi_e_totpop,svi_ep_pov150,svi_ep_unemp,svi_ep_nohsdp,svi_ep_uninsur,svi_ep_age65,svi_ep_limeng,svi_ep_minrty,svi_ep_munit,svi_ep_mobile,svi_ep_noveh,svi_ep_groupq
25009268100,0.037,0.0389,0.2611,0.2804,0.0596,2618,6.8,3.4,1.8,0.2,14.3,0.3,14.1,0.0,0.0,2.4,0.2
25009268200,0.5637,0.506,0.8104,0.0312,0.5104,7360,9.2,5.9,2.0,3.9,20.1,2.7,4.3,12.3,0.0,4.5,3.2
25009268300,0.3723,0.4181,0.5323,0.1399,0.2969,4090,14.1,3.8,5.9,0.6,25.8,1.2,8.9,15.9,0.0,7.6,0.5
25009268400,0.2141,0.2932,0.3697,0.148,0.2078,4288,6.8,8.7,1.6,1.3,24.9,0.0,9.2,4.0,0.0,5.7,1.4
25009269100,0.2109,0.0917,0.1751,0.1255,0.6541,6723,9.6,2.2,2.3,1.0,23.8,0.2,8.4,2.3,1.5,0.5,2.6
25009270100,0.091,0.0213,0.6271,0.0531,0.1381,6175,3.0,2.9,2.3,0.0,21.1,0.3,5.8,5.8,0.0,3.2,0.7
25017300100,0.064,0.4218,0.0709,0.0381,0.0665,3187,7.5,5.0,6.5,2.8,20.6,0.0,4.8,0.0,0.4,0.0,0.0
25017301101,0.4099,0.4915,0.4018,0.4216,0.2825,3972,10.5,6.0,5.9,2.1,14.9,1.2,21.0,17.9,0.0,4.6,0.1
25017301102,0.0703,0.4338,0.1318,0.0931,0.027,5098,12.6,5.5,3.8,1.3,16.0,0.0,7.2,5.0,0.0,1.5,0.0
25017310101,0.8519,0.7075,0.8016,0.6377,0.9573,3722,27.4,2.4,7.4,3.3,11.4,7.9,34.7,84.4,0.0,27.4,13.3
25017310102,0.8167,0.8249,0.5524,0.7239,0.855,2721,37.2,1.5,16.4,7.5,9.1,8.9,41.7,85.0,0.0,16.4,0.4
25017310200,0.8192,0.7376,0.897,0.8595,0.6466,6781,19.4,5.8,18.0,1.6,12.2,9.6,60.1,3.2,0.0,10.1,2.4
25017310300,0.8249,0.9046,0.8167,0.807,0.4746,6608,29.5,6.0,18.5,5.1,9.4,4.2,51.4,22.5,0.0,8.2,0.3
25017310400,0.9529,0.9793,0.9178,0.8401,0.7728,3417,45.0,11.4,16.3,7.1,6.5,11.8,56.8,2.5,4.2,20.6,0.0
25017310500,0.7269,0.8851,0.0948,0.7851,0.7677,3755,26.9,7.6,12.6,10.9,4.6,1.5,48.2,1.5,0.6,5.2,4.9
25017310601,0.7728,0.3867,0.963,0.639,0.838,5352,11.7,1.5,12.5,0.0,23.0,5.1,34.8,28.8,0.0,12.1,6.1
25017310602,0.6999,0.7225,0.2969,0.7539,0.7539,6111,16.7,9.5,9.7,3.2,13.4,4.4,44.5,29.9,0.0,5.0,3.4
25017310700,0.8581,0.8274,0.8481,0.8401,0.7665,4881,34.8,1.0,17.8,7.3,15.0,8.1,56.8,10.9,0.0,20.5,8.9
25017311100,0.8487,0.796,0.6893,0.857,0.8927,2550,23.1,4.4,19.6,3.8,5.5,12.5,59.5,38.1,0.0,23.9,1.3
25017311200,0.877,0.9165,0.791,0.9407,0.6704,3024,37.0,3.8,29.4,11.0,11.3,23.5,81.2,7.2,0.0,30.1,0.3
25017311300,0.936,0.9303,0.8977,0.9213,0.8092,4754,38.5,8.6,26.1,3.9,8.6,14.8,74.8,12.4,0.0,14.3,5.8
25017311400,0.7288,0.6196,0.4796,0.8726,0.8412,6780,16.1,3.7,6.3,2.1,8.5,8.4,63.3,49.3,0.0,10.3,1.1
25017311500,0.6554,0.6039,0.6058,0.8682,0.5342,3288,16.8,1.9,20.1,3.2,10.2,14.0,62.8,18.2,0.0,3.4,0.4
25017311600,0.6755,0.7338,0.6629,0.8045,0.3434,6039,17.7,5.5,20.1,3.1,11.2,12.1,51.2,4.0,0.0,7.7,0.1
25017311700,0.7997,0.8481,0.6673,0.9244,0.5669,4871,18.1,7.6,30.1,5.6,12.6,25.1,76.9,13.3,0.0,17.0,0.0
25017311800,0.8067,0.865,0.811,0.9038,0.4375,3520,36.2,4.4,28.8,4.7,5.1,9.7,70.5,0.9,0.0,13.6,0.2
25017311900,0.9347,0.9705,0.7602,0.8707,0.8619,2931,40.2,9.0,24.6,8.2,11.1,18.7,63.2,41.8,0.0,37.1,1.4
25017312000,0.9234,0.9805,0.9184,0.8495,0.5895,3046,37.3,12.9,28.4,6.1,11.3,15.5,58.1,2.2,0.0,20.2,0.3
25017312100,0.8644,0.8713,0.9335,0.8663,0.4997,3446,22.1,8.5,16.1,6.1,7.3,10.7,62.1,41.0,0.0,18.2,0.0
25017312200,0.7119,0.5537,0.8707,0.7645,0.5568,4956,14.6,1.7,14.9,1.8,12.1,12.0,45.4,11.5,1.6,2.7,0.0
25017312300,0.7458,0.7244,0.8594,0.6827,0.4658,5262,17.2,8.7,6.1,5.5,11.5,10.5,38.2,20.2,0.0,0.0,1.6
25017312400,0.9956,0.9843,0.995,0.6746,0.9831,2186,39.3,11.2,29.6,5.6,20.0,12.7,37.8,28.3,0.9,24.2,0.9
25017312501,0.6008,0.5518,0.5706,0.6858,0.5122,4777,14.6,2.7,5.7,6.4,17.0,4.9,38.4,6.9,0.0,9.1,0.2
25017312502,0.3365,0.3559,0.4212,0.5166,0.2191,3874,8.9,3.5,7.4,0.9,21.6,2.3,26.2,18.2,0.0,5.1,0.3
25017313101,0.4608,0.5198,0.4645,0.4403,0.3358,7022,4.3,6.5,6.2,4.6,12.8,1.8,22.1,10.6,3.1,1.5,0.1
25017313102,0.425,0.1337,0.5844,0.376,0.6918,5349,8.4,3.0,4.2,0.5,11.9,1.4,18.2,6.9,2.1,2.4,0.3
25017314101,0.5286,0.5964,0.6397,0.4585,0.2976,7060,8.8,4.9,13.1,2.6,14.1,1.1,22.9,11.6,0.0,5.4,0.0
25017314102,0.4896,0.4852,0.6183,0.4166,0.3471,7518,6.9,4.5,6.2,4.0,23.1,1.8,20.8,15.4,0.0,6.4,0.1
25017314200,0.4878,0.7476,0.1789,0.3629,0.3202,5419,15.7,7.9,9.4,4.1,11.6,0.5,17.6,6.5,0.0,3.0,0.3
25017314301,0.5951,0.4947,0.5995,0.3629,0.6773,8824,11.9,4.1,7.5,1.6,17.5,2.5,17.6,15.6,0.6,5.6,0.3
25017314302,0.0835,0.1249,0.4658,0.188,0.0571,3470,3.8,3.2,5.6,0.9,12.8,2.5,10.6,0.0,0.0,0.0,0.1
25017315100,0.0885,0.135,0.3446,0.2117,0.0917,5954,2.9,2.2,7.0,0.8,15.3,1.5,11.5,0.3,0.0,0.5,0.1
25017315200,0.5499,0.3547,0.3986,0.2224,0.8933,8652,9.5,3.2,6.7,0.5,20.1,0.1,11.8,27.8,3.9,3.4,1.4
25017315401,0.6635,0.6284,0.6328,0.2586,0.7596,4050,10.8,14.1,9.3,1.5,23.7,2.5,13.1,27.8,0.0,8.0,11.9
25017315402,0.0634,0.2373,0.1739,0.1399,0.0609,3297,2.1,7.2,3.5,1.6,18.8,0.5,8.9,5.4,0.0,0.0,0.4
25017315403,0.236,0.2097,0.4187,0.0931,0.3484,1624,1.9,6.3,2.5,2.3,21.4,1.1,7.2,4.0,0.0,2.3,2.6
25017315500,0.0665,0.0835,0.1613,0.2804,0.1858,7512,4.2,3.0,4.2,0.2,19.4,1.2,14.1,1.7,0.0,1.3,0.8
25017316101,0.0979,0.2542,0.1111,0.243,0.15,4704,3.2,6.5,4.8,1.4,14.6,0.5,12.5,0.0,2.0,0.0,0.0
25017316102,0.0891,0.0264,0.3798,0.2586,0.204,6764,4.1,1.2,3.4,0.7,15.7,1.2,13.1,6.0,0.0,4.6,1.3
25017316201,0.1456,0.1507,0.4432,0.1218,0.177,4491,2.1,2.6,4.9,2.2,20.6,0.9,8.3,1.5,0.0,0.4,0.3
25017316202,0.231,0.4357,0.3999,0.5434,0.0414,3579,5.7,4.5,8.3,3.3,15.8,3.1,28.3,0.6,0.0,6.6,0.0
25017316300,0.3836,0.2185,0.2994,0.5984,0.5725,8849,8.7,3.3,4.4,0.6,14.6,2.3,31.6,40.0,0.0,5.7,0.4
25017316400,0.0772,0.0778,0.0992,0.4216,0.2699,6944,4.3,2.0,4.4,1.2,15.5,2.1,21.0,13.0,0.0,0.3,10.2
25017316500,0.7954,0.521,0.7075,0.6577,0.9837,6377,11.9,7.9,7.5,0.4,18.6,2.9,36.6,16.8,2.7,9.6,2.8
25017317101,0.6447,0.6434,0.425,0.4385,0.737,6516,11.7,8.3,4.8,2.8,19.4,1.2,22.0,34.9,5.9,5.4,0.0
25017317102,0.275,0.1532,0.5267,0.4859,0.2775,5065,7.5,2.3,5.0,0.8,12.5,2.7,24.1,13.9,0.0,0.0,0.6
25017317103,0.1777,0.4733,0.2078,0.3304,0.0521,4840,7.5,9.8,4.6,2.7,19.8,0.2,16.1,0.0,0.0,1.0,0.3
25017317201,0.0483,0.0885,0.1588,0.3192,0.0904,2724,5.7,5.5,0.9,0.6,21.6,0.9,15.7,0.0,0.0,0.0,0.3
25017317202,0.0094,0.0075,0.1707,0.2224,0.0251,4210,1.9,1.8,2.2,0.6,15.7,0.0,11.8,3.3,0.0,2.1,0.0
25017317203,0.3867,0.3013,0.3854,0.4622,0.4564,3936,9.9,1.6,4.7,1.9,20.4,2.0,23.0,19.9,0.0,8.2,2.5
25017317301,0.5769,0.2637,0.8487,0.569,0.6058,3239,5.5,2.4,3.8,2.0,19.7,2.5,30.0,21.5,0.0,2.4,2.4
25017317302,0.145,0.2461,0.3923,0.2117,0.1092,5652,6.4,4.9,4.5,1.3,19.5,0.9,11.5,20.3,0.0,3.6,0.0
25017318100,0.0678,0.1864,0.2178,0.5103,0.0345,6609,7.5,5.1,1.1,0.6,17.4,1.0,25.7,0.0,0.0,1.9,0.0
25017318200,0.103,0.0427,0.2599,0.6334,0.1532,4992,4.8,1.1,2.2,1.4,10.5,0.3,34.2,3.4,0.0,1.0,0.2
25017318300,0.2046,0.0741,0.2379,0.5615,0.4288,8432,4.1,4.1,0.8,1.4,11.5,1.1,29.6,7.3,0.2,1.0,0.3
25017318400,0.4036,0.1218,0.5681,0.5915,0.5706,4491,3.8,6.0,3.3,0.2,13.8,2.1,31.2,18.9,0.0,5.1,0.8
25017320102,0.01,0.022,0.1186,0.3916,0.0213,5513,6.3,0.9,1.3,1.0,12.7,0.3,19.2,0.0,0.0,1.6,0.2
25017320105,0.1419,0.0841,0.3239,0.4354,0.2404,2486,4.3,4.6,1.5,0.3,13.3,2.5,21.8,2.5,0.0,3.1,0.7
25017320106,0.1406,0.0552,0.3076,0.3598,0.3258,6603,8.3,2.7,1.4,0.3,15.1,1.0,17.5,13.2,0.0,3.1,0.9
25017320107,0.1877,0.0477,0.2329,0.7514,0.3509,4146,5.7,1.8,1.4,1.4,10.5,0.9,44.3,18.6,0.0,0.6,0.8
25017321100,0.897,0.7119,0.9134,0.5859,0.973,6673,19.7,9.1,3.0,3.2,21.8,4.9,30.9,30.0,10.6,10.7,1.3
25017321200,0.7376,0.6416,0.2775,0.7058,0.9561,8410,21.3,1.0,7.5,4.6,8.3,16.0,40.1,24.7,5.0,5.7,0.5
25017321301,0.8795,0.9768,0.6836,0.7577,0.6974,4329,28.6,9.2,27.1,14.0,11.9,14.7,44.7,30.3,0.0,19.9,1.6
25017321302,0.4702,0.4758,0.1563,0.5322,0.656,3441,8.2,3.4,4.9,8.3,13.7,5.2,27.5,11.7,0.0,12.0,1.0
25017321400,0.6654,0.3861,0.5863,0.6902,0.8939,4451,6.9,2.4,5.0,3.4,15.5,5.4,38.6,34.6,0.0,11.5,4.1
25017321500,0.7696,0.7301,0.6729,0.6858,0.752,6934,17.6,5.9,12.5,2.3,17.4,9.8,38.4,20.1,0.0,6.3,2.5
25017321600,0.5669,0.6441,0.6259,0.7495,0.2185,7153,6.6,7.4,12.8,4.2,13.9,9.2,44.2,13.9,0.0,2.4,0.1
25017322100,0.081,0.1852,0.2354,0.4129,0.0508,4723,0.7,4.6,9.2,0.8,13.3,2.0,20.5,0.0,0.0,0.6,0.0
25017322200,0.4463,0.3729,0.656,0.3354,0.3823,4504,9.5,2.6,7.3,2.0,23.0,3.5,16.3,19.1,0.0,5.7,0.3
25017322300,0.8048,0.7596,0.7313,0.4354,0.8745,6050,20.0,5.6,13.7,2.4,20.9,9.1,21.8,22.6,8.8,5.4,0.7
25017322400,0.2756,0.4168,0.5518,0.2061,0.1017,4670,4.3,4.0,7.9,3.8,17.6,2.7,11.3,17.2,0.0,3.7,0.0
25017323101,0.1318,0.1425,0.3892,0.2305,0.1481,3861,2.7,6.8,0.7,0.5,18.1,0.0,12.2,11.3,0.0,5.0,0.2
25017323102,0.0113,0.0151,0.2536,0.4522,0.0,3250,8.5,0.7,1.8,0.0,15.1,0.0,22.7,0.0,0.0,0.0,0.0
25017324101,0.2448,0.4382,0.2668,0.2886,0.1419,5761,6.9,5.6,6.6,2.9,18.0,0.3,14.5,5.5,0.0,0.4,2.5
25017324102,0.381,0.2724,0.3578,0.2386,0.5951,4323,7.6,5.5,0.4,3.5,15.2,0.0,12.4,6.7,6.3,1.1,0.4
25017325101,0.182,0.4093,0.2982,0.3791,0.0502,4054,4.6,9.1,4.2,2.9,12.1,1.0,18.4,15.1,0.0,0.9,0.0
25017325102,0.7539,0.575,0.6434,0.5859,0.9234,4354,13.6,1.9,15.1,2.9,19.2,2.3,30.9,10.0,1.4,5.7,3.1
25017326101,0.3132,0.334,0.1463,0.2954,0.5273,5222,7.5,5.3,5.0,2.0,11.7,0.6,14.7,3.4,0.0,5.3,3.3
25017326102,0.1852,0.231,0.3628,0.2736,0.1707,6032,9.3,4.5,3.6,0.9,17.8,1.2,13.8,5.2,0.0,2.7,1.9
25017327101,0.1092,0.14,0.5085,0.08,0.0879,4032,3.2,2.6,2.7,3.1,13.9,0.0,6.7,0.0,2.0,0.0,0.0
25017327102,0.2247,0.4124,0.2141,0.2904,0.1664,3807,5.0,6.1,3.5,3.1,14.4,2.1,14.6,3.8,0.0,0.9,0.3
25017327103,0.5738,0.4413,0.5738,0.4329,0.6868,3786,15.2,2.6,4.1,1.6,22.4,2.9,21.7,10.5,4.2,6.7,1.3
25017328100,0.0038,0.0791,0.0885,0.188,0.0025,3359,3.2,5.9,1.9,0.3,14.3,0.4,10.6,0.0,0.0,0.4,0.0
25017330101,0.0063,0.0019,0.2373,0.1455,0.0314,3493,4.7,0.9,0.0,0.0,12.6,1.1,9.1,1.6,0.0,2.0,0.1
25017330102,0.2825,0.2787,0.3848,0.2336,0.3289,5054,2.5,4.3,4.8,1.7,13.9,0.4,12.3,1.0,0.0,5.8,0.6
25017330201,0.2969,0.2034,0.209,0.1555,0.6409,2947,2.2,9.9,3.4,0.0,18.9,1.9,9.4,11.1,5.2,2.1,3.7
25017330202,0.5719,0.5122,0.7062,0.3417,0.4934,4035,4.9,6.6,3.2,3.1,12.6,3.3,16.7,38.3,0.0,4.3,0.4
25017331101,0.1149,0.0935,0.2781,0.3473,0.1833,3203,2.8,6.4,1.7,0.0,16.5,0.9,17.0,13.9,0.0,0.8,0.0
25017331102,0.0552,0.0245,0.2235,0.08,0.248,7005,1.0,3.2,2.3,0.3,17.8,0.6,6.7,8.2,0.0,2.9,3.3
25017331200,0.0402,0.0898,0.2009,0.1337,0.0797,5654,3.0,3.1,5.9,0.4,12.8,0.4,8.7,5.4,0.0,4.2,0.1
25017331300,0.4281,0.6008,0.4884,0.4235,0.1632,7329,18.7,5.8,5.6,2.1,14.1,1.0,21.1,5.2,0.0,10.1,0.2
25017332100,0.0822,0.0584,0.489,0.4079,0.0596,6042,2.0,3.1,4.0,0.6,23.3,1.3,20.1,0.0,0.0,2.0,0.2
25017332201,0.3308,0.4306,0.2938,0.4472,0.2398,2211,5.6,14.5,3.1,0.6,36.9,0.3,22.5,27.7,0.0,4.1,0.3
25017332202,0.3923,0.479,0.15,0.5128,0.4526,6530,14.8,1.6,3.6,4.2,16.3,2.5,25.9,21.6,0.0,5.0,0.1
25017332300,0.3509,0.2706,0.5392,0.4878,0.2894,7019,11.0,2.3,0.7,4.5,17.2,2.2,24.2,15.9,0.0,1.4,0.1
25017332401,0.2743,0.3026,0.2172,0.584,0.2819,2426,6.8,4.5,6.7,1.3,29.6,0.8,30.8,7.8,0.0,3.1,6.7
25017332402,0.7928,0.6711,0.575,0.5603,0.9623,1941,17.1,3.5,4.2,4.6,21.0,3.5,29.5,67.2,0.7,5.9,0.9
25017333100,0.5675,0.3936,0.2718,0.4154,0.9083,7618,7.5,6.7,4.2,1.1,22.7,1.0,20.7,16.6,0.6,10.1,1.4
25017333200,0.4124,0.361,0.2906,0.4104,0.543,5514,9.6,5.0,1.5,1.9,13.3,2.8,20.2,9.5,0.0,10.5,0.5
25017333300,0.6365,0.5003,0.7476,0.3735,0.6579,4019,12.8,3.6,8.5,1.4,14.3,9.6,18.0,15.2,0.0,10.5,0.3
25017333400,0.4545,0.5254,0.398,0.321,0.4036,6444,9.3,11.7,7.4,1.5,14.3,1.1,15.8,25.8,0.0,3.2,0.2
25017333501,0.5556,0.5304,0.4275,0.5428,0.5694,4959,11.6,5.0,5.9,2.1,18.0,1.6,28.2,16.7,1.2,1.6,0.1
25017333502,0.6711,0.6999,0.3258,0.6727,0.7137,3423,17.5,15.2,10.1,1.1,15.6,17.1,37.5,10.5,0.0,5.5,3.6
25017333601,0.3019,0.634,0.0979,0.6508,0.113,1799,14.9,5.5,6.7,2.4,6.1,3.1,35.8,64.4,0.0,0.7,0.0
25017333602,0.5995,0.651,0.3936,0.6871,0.5022,7216,13.7,6.5,8.3,1.5,13.3,3.4,38.5,21.7,0.0,8.2,0.2
25017334100,0.108,0.1117,0.3716,0.2711,0.1199,6854,4.9,3.6,1.0,1.0,17.1,0.3,13.7,24.0,0.0,3.8,0.0
25017334200,0.3107,0.226,0.6698,0.0931,0.3114,4145,7.8,1.6,3.5,1.8,17.5,1.6,7.2,12.5,0.0,7.1,1.0
25017334300,0.076,0.0672,0.2116,0.1824,0.2178,7752,4.4,4.0,3.6,0.0,20.1,1.1,10.4,3.3,0.0,2.5,1.4
25017334400,0.371,0.1632,0.6805,0.4497,0.3729,6664,7.3,1.3,5.5,0.8,24.4,4.0,22.6,18.0,0.0,11.2,0.6
25017335100,0.3754,0.5876,0.3101,0.0506,0.2837,5748,9.6,6.3,4.5,3.7,18.4,0.6,5.7,12.5,0.0,5.9,1.0
25017335200,0.2574,0.0358,0.6736,0.2092,0.4476,6478,6.1,1.3,2.7,0.2,22.9,0.5,11.4,20.2,0.0,2.2,2.8
25017335301,0.3986,0.4288,0.3308,0.3011,0.4438,4378,8.4,2.1,7.0,2.6,15.3,1.4,14.9,7.8,0.0,8.6,1.0
25017335302,0.2015,0.3189,0.381,0.1255,0.1613,5100,7.0,4.7,1.2,3.1,19.4,0.6,8.4,18.9,0.0,2.6,0.3
25017335400,0.3421,0.3327,0.3296,0.321,0.4137,5350,3.5,5.7,7.1,1.6,18.0,1.1,15.8,8.5,0.0,1.7,3.1
25017336100,0.4294,0.344,0.4771,0.4722,0.4614,5289,11.2,2.8,6.7,0.3,22.9,1.4,23.4,28.9,0.0,18.8,0.0
25017336201,0.1212,0.1645,0.3528,0.0706,0.1638,2881,5.6,4.5,5.7,0.0,22.3,0.3,6.4,3.5,3.7,0.0,0.0
25017336202,0.0571,0.0289,0.1827,0.1337,0.258,3268,4.0,2.6,2.6,0.0,22.8,0.0,8.7,5.3,0.0,4.1,4.1
25017336300,0.0948,0.0421,0.4375,0.228,0.1569,6921,4.5,3.7,1.3,0.0,14.5,1.8,12.0,3.0,0.0,5.1,0.9
25017336402,0.7589,0.5374,0.7583,0.6052,0.9121,5433,9.7,7.4,4.7,1.4,20.0,6.0,32.1,33.1,4.7,15.1,2.7
25017336403,0.5625,0.6447,0.204,0.654,0.5712,3242,10.0,3.4,9.6,4.0,20.6,2.4,36.1,67.1,0.0,7.1,0.0
25017336404,0.2787,0.58,0.113,0.6665,0.1023,2443,9.3,1.6,6.4,9.5,12.9,2.2,37.2,26.3,0.0,2.2,0.0
25017337101,0.3352,0.2869,0.3955,0.5103,0.317,2903,7.6,5.2,2.0,2.3,23.2,1.6,25.7,8.4,0.0,8.9,0.0
25017337102,0.1255,0.1557,0.1858,0.2711,0.2335,5668,7.6,3.9,4.8,0.0,15.5,0.4,13.7,26.5,0.0,0.7,1.0
25017337201,0.4689,0.4375,0.7018,0.3123,0.3296,3194,12.1,4.8,4.6,0.7,21.6,5.0,15.3,42.1,0.0,6.8,0.0
25017337202,0.5756,0.3923,0.8726,0.3011,0.4953,5166,4.5,4.0,6.0,2.6,22.7,5.3,14.9,25.9,0.0,6.2,0.5
25017337300,0.2197,0.2586,0.1205,0.4522,0.3873,6061,7.8,0.5,6.1,2.2,17.5,0.9,22.7,28.7,0.0,2.8,0.3
25017338100,0.0232,0.0282,0.3453,0.5415,0.005,3189,2.8,3.5,2.5,0.2,15.3,3.5,28.1,0.0,0.0,1.8,0.0
25017338200,0.7809,0.4369,0.796,0.727,0.9705,4028,7.8,5.4,3.5,4.7,17.3,3.4,42.1,26.2,1.7,5.9,4.8
25017338300,0.538,0.4099,0.6849,0.2867,0.5907,3396,10.8,2.4,2.7,4.2,22.4,1.2,14.4,23.8,0.0,17.8,3.4
25017338400,0.0408,0.0195,0.5374,0.5834,0.0069,6328,3.4,3.4,1.5,0.5,20.8,1.1,30.7,0.3,0.0,0.7,0.0
25017338500,0.0352,0.0596,0.1343,0.3254,0.096,5868,6.4,2.3,3.2,0.0,13.6,0.0,16.0,4.4,0.0,5.9,0.1
25017339101,0.7451,0.5869,0.7489,0.7002,0.8016,3267,20.7,3.8,12.3,0.9,30.4,10.3,39.3,64.9,0.0,30.6,0.3
25017339102,0.0282,0.0383,0.1262,0.0987,0.1299,3464,5.5,1.3,3.0,0.0,25.7,0.7,7.3,0.5,0.0,1.2,6.6
25017339200,0.1695,0.3101,0.1255,0.3517,0.2134,5890,5.4,7.9,3.6,1.9,21.7,0.9,17.2,0.9,0.0,7.7,2.1
25017339300,0.5386,0.2812,0.5154,0.7814,0.6899,3179,16.4,1.8,4.1,1.5,19.1,2.6,47.8,17.8,0.0,10.8,0.7
25017339400,0.4639,0.597,0.0527,0.3916,0.7991,3918,19.3,7.2,5.3,1.4,9.6,2.3,19.2,6.0,0.6,10.0,1.8
25017339500,0.4758,0.6529,0.0571,0.5503,0.651,5565,16.1,3.0,11.2,3.0,11.6,3.4,29.0,6.2,0.0,9.4,27.6
25017339600,0.398,0.6033,0.0552,0.6708,0.4834,5338,12.3,1.9,9.5,17.2,8.5,11.3,37.4,13.1,0.8,12.5,0.0
25017339700,0.5053,0.538,0.7188,0.7395,0.1438,3674,20.1,1.4,15.6,1.3,17.7,9.0,43.3,6.2,0.0,20.3,0.0
25017339802,0.5706,0.4476,0.5838,0.7414,0.5254,5137,21.5,0.0,3.6,4.2,13.7,6.6,43.4,53.7,0.0,2.8,0.2
25017339803,0.4313,0.5989,0.0433,0.7021,0.6328,4022,15.4,7.6,1.8,5.0,7.8,5.1,39.5,97.9,0.0,16.6,0.0
25017339804,0.0741,0.0521,0.4545,0.747,0.0239,2799,3.0,0.5,6.4,0.9,14.4,7.9,44.0,0.5,0.0,4.2,0.0
25017339900,0.2398,0.4878,0.103,0.5234,0.1657,5861,12.0,2.5,2.9,5.9,11.3,2.5,26.6,2.8,0.0,11.1,0.3
25017340000,0.4984,0.5317,0.4972,0.6871,0.3151,2801,14.7,3.7,10.1,1.7,15.2,3.9,38.5,17.7,0.0,6.0,0.0
25017340100,0.4237,0.4727,0.2128,0.6302,0.4193,6833,4.8,10.0,8.4,0.8,17.6,2.3,33.8,8.3,0.0,6.6,2.1
25017341101,0.3704,0.5838,0.1274,0.8301,0.172,4049,13.6,4.0,7.4,6.7,12.6,11.1,54.5,2.1,0.0,8.6,0.1
25017341102,0.7784,0.823,0.2454,0.7058,0.8989,5353,26.2,7.9,9.7,3.6,14.2,9.3,40.1,48.2,0.0,27.2,0.9
25017341200,0.7169,0.8688,0.4608,0.8251,0.3754,7304,13.7,11.7,15.8,9.8,14.3,16.9,53.6,17.0,0.0,7.5,0.0
25017341301,0.7094,0.6874,0.0879,0.9263,0.9391,4012,26.9,1.7,5.2,6.3,10.2,9.1,77.4,86.0,0.0,43.8,0.7
25017341302,0.4457,0.4262,0.0703,0.7308,0.7483,2514,7.0,8.5,13.5,0.0,10.1,9.1,42.4,27.4,0.0,15.4,0.8
25017341400,0.7652,0.7395,0.4306,0.8645,0.8255,6734,18.8,2.5,13.3,6.7,12.1,14.8,61.7,21.3,0.0,11.5,1.1
25017341500,0.7897,0.8236,0.6949,0.9157,0.565,4746,18.7,9.0,10.9,4.5,14.1,12.1,72.5,9.7,0.0,14.8,0.1
25017341600,0.8267,0.6987,0.8211,0.7614,0.8719,6445,20.6,2.4,14.6,4.7,17.8,11.5,45.2,30.2,0.0,27.9,0.8
25017341700,0.747,0.7828,0.624,0.8301,0.548,5632,10.9,8.4,16.5,3.9,14.3,7.7,54.5,12.5,0.0,16.0,0.1
25017341800,0.9699,0.9699,0.8751,0.9063,0.9253,7297,34.4,9.0,24.4,9.7,10.6,16.2,70.9,6.4,0.5,22.1,0.4
25017341901,0.3622,0.4639,0.4175,0.6983,0.1262,1161,19.5,3.1,7.2,1.5,15.8,11.7,39.2,17.5,0.0,5.8,0.0
25017341903,0.6347,0.5631,0.1783,0.772,0.8493,7046,16.0,3.2,4.6,4.2,7.6,5.6,46.2,71.4,1.1,3.7,0.0
25017341904,0.9046,0.8757,0.877,0.8176,0.8223,3170,31.6,15.7,12.8,6.3,15.9,14.2,52.7,11.0,0.8,12.2,0.6
25017342101,0.8719,0.8751,0.8462,0.827,0.7207,5144,29.2,4.8,16.0,7.5,13.1,10.8,54.0,4.2,0.0,15.7,2.3
25017342102,0.7803,0.5882,0.9366,0.8901,0.6083,4827,23.1,1.1,24.1,0.8,15.1,13.0,67.3,16.4,0.0,19.9,0.0
25017342201,0.8475,0.924,0.7458,0.8813,0.5851,5713,21.8,8.9,17.6,22.3,7.5,24.3,65.5,8.3,0.0,35.9,0.1
25017342202,0.8098,0.8343,0.801,0.9076,0.5474,3926,27.9,3.1,17.6,8.0,14.1,22.1,71.1,4.7,0.0,17.9,0.2
25017342301,0.8399,0.9102,0.8738,0.9088,0.4018,3904,19.2,22.1,33.7,6.0,9.1,15.6,71.2,2.9,0.0,11.6,0.0
25017342302,0.6541,0.7018,0.6252,0.8201,0.3591,3829,12.4,1.8,27.5,7.5,14.3,18.9,52.8,1.6,0.0,12.3,0.0
25017342401,0.7847,0.8952,0.3384,0.8707,0.6704,3576,30.1,6.3,16.7,11.8,14.8,13.0,63.2,17.6,0.0,20.2,1.0
25017342402,0.7156,0.6616,0.5945,0.8457,0.6598,4236,53.0,0.0,7.7,2.6,6.2,13.1,57.7,55.8,0.0,9.9,0.0
25017342501,0.9184,0.9674,0.8801,0.8326,0.6855,4774,26.3,11.1,21.7,8.5,13.6,20.7,55.3,23.3,0.0,13.7,0.2
25017342502,0.8449,0.9121,0.4783,0.7177,0.8443,3468,37.5,7.9,9.5,6.0,8.0,8.4,41.1,2.5,7.6,25.9,0.0
25017342600,0.7828,0.7872,0.7433,0.8507,0.5813,5288,10.0,6.9,24.9,3.7,11.1,13.4,58.5,11.0,0.0,26.3,0.0
25017350105,0.3321,0.4796,0.2398,0.4316,0.2291,1252,8.8,4.3,15.2,3.2,18.5,10.5,21.6,0.0,0.0,14.3,0.2
