FIPS,svi_rpl_themes,svi_rpl_theme1,svi_rpl_theme2,svi_rpl_theme3,svi_rpl_theme4,svi_e_totpop,svi_ep_pov150,svi_ep_unemp,svi_ep_nohsdp,svi_ep_uninsur,svi_ep_age65,svi_ep_limeng,svi_ep_minrty,svi_ep_munit,svi_ep_mobile,svi_ep_noveh,svi_ep_groupq
25017388200,0.5474,0.4206,0.366,0.3823,0.8029,7092,7.4,5.3,8.7,1.2,20.4,1.4,18.5,8.8,1.2,3.4,16.0
25017388300,0.951,0.9454,0.6911,0.8438,0.9793,6085,52.3,9.8,34.8,2.9,8.5,8.5,57.3,54.6,0.0,44.8,37.7
25017980000,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
25021400100,0.732,0.7137,0.1965,0.727,0.9178,5329,25.3,4.5,5.5,4.2,15.6,3.6,42.1,46.8,0.0,33.6,5.3
25021400201,0.3936,0.1714,0.194,0.5522,0.7809,3283,8.8,4.1,2.7,0.8,19.2,4.1,29.1,62.7,0.0,46.0,0.0
25021400202,0.6183,0.3917,0.4288,0.5928,0.8839,3741,22.8,5.1,0.3,0.2,6.9,3.8,31.3,31.6,0.0,46.6,0.8
25021400300,0.3773,0.2687,0.231,0.6096,0.5317,4508,10.3,4.8,3.2,0.6,12.5,1.7,32.5,17.7,0.0,31.2,1.4
25021400401,0.6026,0.5223,0.4457,0.6515,0.6761,4139,15.1,8.3,7.7,0.8,22.1,2.6,35.9,70.4,0.0,45.7,1.2
25021400402,0.1689,0.0157,0.1795,0.6171,0.5009,2077,6.4,3.2,0.3,0.0,13.4,0.1,32.9,27.0,0.0,17.4,1.0
25021400500,0.1387,0.1318,0.0414,0.4647,0.6095,5216,10.4,2.5,1.9,0.7,12.8,1.1,23.1,40.0,0.0,33.9,1.0
25021400600,0.1086,0.0446,0.0621,0.6633,0.4557,5414,3.3,2.0,0.8,1.7,19.8,0.6,36.9,17.8,0.0,18.8,0.9
25021400700,0.4388,0.3227,0.1883,0.3598,0.7903,3691,13.0,4.4,1.3,1.2,14.2,2.3,17.5,16.1,0.7,30.6,0.0
25021400800,0.371,0.1984,0.0917,0.6221,0.8117,5863,12.6,1.6,1.8,0.9,14.4,2.9,33.3,45.2,0.0,30.4,2.2
25021400900,0.6328,0.4074,0.5411,0.7039,0.8129,3836,24.3,2.4,2.6,0.7,18.2,6.2,39.6,60.5,0.0,32.8,0.1
25021401000,0.4614,0.4601,0.6717,0.6334,0.199,3551,15.5,6.1,3.5,1.4,16.6,2.4,34.2,5.4,0.0,13.7,0.0
25021401100,0.3296,0.0063,0.4137,0.5859,0.7659,4725,4.6,1.0,0.4,1.0,15.9,0.7,30.9,11.3,0.0,9.9,5.1
25021401201,0.457,0.1839,0.6529,0.7283,0.4965,5587,11.6,0.7,1.1,2.7,14.5,4.1,42.2,7.0,0.0,4.0,0.7
25021401202,0.7382,0.4953,0.6522,0.7308,0.9171,1738,8.2,4.8,2.2,3.2,28.5,1.9,42.4,35.4,0.0,17.4,27.3
25021402101,0.1802,0.393,0.1733,0.3629,0.1142,3531,12.2,4.3,0.4,3.3,24.7,1.8,17.6,1.5,0.0,6.2,0.0
25021402102,0.6805,0.5612,0.8537,0.5928,0.516,4398,15.5,4.7,9.0,0.6,12.7,8.2,31.3,7.0,0.0,10.4,0.5
25021402200,0.1488,0.1519,0.2084,0.3092,0.2793,2265,9.4,2.1,5.2,0.5,15.5,1.4,15.2,0.3,0.6,4.2,0.0
25021402300,0.5487,0.4595,0.5775,0.321,0.6315,4602,4.6,5.5,6.6,4.4,21.8,1.7,15.8,1.7,0.7,3.7,3.5
25021402400,0.2216,0.2228,0.3779,0.2186,0.2812,6377,5.6,3.7,4.4,0.2,16.7,1.6,11.7,30.0,0.0,6.7,0.2
25021402500,0.4583,0.3584,0.2888,0.4522,0.6698,3977,9.4,2.0,7.7,1.4,33.4,1.4,22.7,38.9,0.0,14.8,13.7
25021403100,0.0785,0.0352,0.3471,0.1636,0.1996,7422,5.1,3.9,0.8,0.3,13.2,1.9,9.7,7.1,0.0,3.2,0.2
25021403300,0.0647,0.037,0.2511,0.3354,0.1544,4483,3.2,3.9,0.4,0.9,17.1,1.2,16.3,0.8,0.0,3.4,3.1
25021403400,0.4338,0.1915,0.6359,0.3136,0.6139,7076,5.2,8.6,1.7,0.5,20.0,0.4,15.4,14.8,0.0,4.9,5.2
25021403501,0.4683,0.2046,0.6001,0.4778,0.6547,2629,6.4,1.5,2.9,1.4,33.2,0.8,23.6,39.7,0.0,17.4,4.9
25021403502,0.3804,0.3823,0.3245,0.4047,0.4005,4228,2.9,4.8,3.9,3.9,18.2,2.2,19.9,4.4,0.8,3.5,0.5
25021404100,0.2272,0.0257,0.5261,0.569,0.3779,4295,7.7,1.6,2.2,0.4,13.5,2.1,30.0,2.9,0.0,3.8,1.8
25021404201,0.1996,0.0119,0.4557,0.3442,0.4915,3783,3.7,2.2,2.4,0.5,17.5,0.6,16.8,6.8,0.0,6.2,0.8
25021404202,0.2737,0.1751,0.3227,0.5734,0.3591,5470,3.3,5.2,2.0,2.5,13.1,2.7,30.2,9.4,0.0,4.5,36.5
25021404301,0.0126,0.064,0.1689,0.4254,0.0044,5836,3.1,1.2,0.4,3.7,12.8,1.5,21.2,0.0,0.0,1.0,0.0
25021404302,0.4407,0.2662,0.7728,0.6065,0.2888,3655,5.1,8.9,2.4,1.3,18.1,2.1,32.3,7.5,0.0,5.5,2.5
25021404400,0.2668,0.2028,0.1525,0.5353,0.4809,6823,9.4,5.2,1.1,1.3,17.6,1.9,27.6,18.4,0.0,6.0,33.2
25021405100,0.096,0.0948,0.4325,0.4678,0.0552,5886,2.3,9.0,1.7,0.0,19.0,1.0,23.3,0.0,0.0,1.6,0.0
25021406101,0.0929,0.1783,0.1626,0.1118,0.1864,5959,6.7,3.7,2.6,1.2,14.6,0.0,8.0,9.2,0.0,4.1,0.7
25021406102,0.0314,0.2404,0.0747,0.3873,0.0232,6885,7.1,5.4,2.3,1.5,12.2,0.0,18.9,4.4,0.0,1.5,0.0
25021407101,0.2078,0.2354,0.3063,0.2117,0.2881,4566,4.2,1.8,6.2,2.8,18.7,0.8,11.5,0.8,0.0,1.8,0.9
25021407102,0.2542,0.2643,0.5072,0.1505,0.2442,3999,8.2,4.8,0.5,0.8,25.0,1.4,9.3,19.2,0.0,1.4,0.3
25021408102,0.2731,0.1092,0.3289,0.4141,0.5141,4942,8.2,4.2,1.9,0.3,13.4,0.7,20.6,12.0,0.0,7.1,0.9
25021408103,0.0056,0.1293,0.0508,0.2305,0.0188,3398,7.2,2.1,2.7,2.4,11.4,0.0,12.2,0.0,0.0,5.1,0.0
25021408104,0.1469,0.177,0.3873,0.2954,0.1375,4824,9.4,2.5,5.8,0.8,17.3,4.5,14.7,2.8,0.0,2.1,2.2
25021409101,0.1186,0.2555,0.1042,0.3991,0.1739,6016,1.4,6.7,9.0,0.7,13.1,0.9,19.6,0.0,0.0,0.0,27.1
25021409102,0.0201,0.0169,0.1387,0.2517,0.0804,5511,3.3,2.4,2.1,0.3,14.1,0.0,12.9,0.0,0.0,1.4,0.1
25021410100,0.6171,0.3264,0.8588,0.4622,0.6836,6814,12.0,4.6,3.9,0.3,19.6,2.9,23.0,4.2,6.3,3.3,0.5
25021410300,0.4802,0.6805,0.3327,0.2954,0.3158,5155,19.0,11.8,2.0,3.4,15.1,1.5,14.7,23.3,0.0,1.1,0.1
25021410400,0.1707,0.3666,0.1984,0.3585,0.1067,6507,14.3,2.0,2.2,1.9,16.3,1.0,17.4,4.9,0.0,3.1,0.0
25021411101,0.3547,0.2172,0.2925,0.3304,0.6227,4219,4.4,4.6,2.9,1.7,10.3,4.6,16.1,18.8,0.0,9.6,0.5
25021411102,0.0132,0.0094,0.3302,0.0931,0.0289,4599,3.1,1.6,1.5,0.9,18.3,0.0,7.2,1.0,0.0,3.8,0.0
25021411200,0.3151,0.2486,0.5512,0.4422,0.2561,7724,6.6,4.7,6.0,1.0,16.9,3.2,22.3,6.2,0.0,3.9,0.1
25021411301,0.3145,0.2454,0.4928,0.2736,0.3635,5847,5.0,6.2,4.6,0.9,19.2,0.7,13.8,8.9,0.0,4.7,1.8
25021411302,0.5254,0.5788,0.4313,0.3011,0.5217,3928,17.4,6.2,2.1,2.6,14.6,0.5,14.9,7.6,0.0,1.7,4.6
25021412100,0.172,0.1004,0.3321,0.5284,0.2329,7016,7.3,2.7,4.7,0.5,14.7,1.1,27.0,8.1,0.4,2.9,0.0
25021412200,0.2693,0.0684,0.5687,0.2061,0.489,3586,3.8,2.2,2.6,0.9,25.1,0.9,11.3,31.4,0.0,6.5,3.3
25021412300,0.2982,0.1959,0.3685,0.4822,0.3861,5547,9.4,3.2,2.5,1.2,18.0,0.2,23.8,19.4,0.0,2.3,0.1
25021413100,0.6077,0.6817,0.7734,0.4878,0.2536,6016,16.5,5.7,11.3,2.9,21.5,6.2,24.2,12.4,0.0,5.0,0.0
25021413201,0.71,0.6761,0.479,0.2904,0.8713,4413,22.5,3.5,6.4,3.6,28.0,1.1,14.6,29.8,0.0,13.8,5.4
25021413202,0.4488,0.2806,0.3823,0.2586,0.7458,2463,2.9,4.9,5.8,2.4,16.7,0.0,13.1,26.8,5.9,7.4,0.5
25021413300,0.1412,0.0508,0.3754,0.3585,0.285,5538,9.4,2.8,1.1,0.3,18.2,1.9,17.4,12.9,0.0,3.7,0.4
25021413401,0.4884,0.3704,0.1456,0.3698,0.8807,3393,7.0,3.4,3.2,2.6,17.7,0.3,17.8,15.9,0.6,18.0,0.9
25021413402,0.5009,0.3045,0.2034,0.7495,0.818,4805,8.8,2.7,4.1,2.1,10.0,2.9,44.2,36.7,0.0,5.1,2.3
25021413500,0.7502,0.7188,0.8569,0.7577,0.4608,4715,23.6,2.7,12.7,2.6,12.0,14.3,44.7,14.4,0.0,5.8,0.3
25021414100,0.177,0.0559,0.2166,0.6902,0.3566,5724,1.3,4.1,1.4,0.5,19.2,0.0,38.6,8.9,0.0,0.6,1.0
25021414200,0.1293,0.049,0.4526,0.6171,0.1243,7342,0.6,3.3,2.7,1.0,15.5,2.2,32.9,1.8,0.0,1.0,0.3
25021414300,0.2919,0.0458,0.7351,0.4722,0.3308,5407,5.1,2.0,1.5,1.3,19.2,3.7,23.4,11.0,0.0,5.3,0.1
25021415101,0.4156,0.0483,0.7332,0.5203,0.6215,5574,4.8,1.6,1.7,0.7,19.9,1.7,26.4,16.1,0.0,5.0,2.1
25021415103,0.5298,0.5166,0.4099,0.5284,0.5399,4340,7.8,5.7,6.0,3.7,20.0,2.5,27.0,34.1,0.0,0.5,0.5
25021415104,0.2793,0.2053,0.7163,0.3067,0.1544,3742,4.5,2.4,3.3,4.6,19.4,2.5,15.1,9.8,0.0,8.0,0.1
25021415201,0.6497,0.5932,0.7006,0.7608,0.4777,3682,10.6,11.5,5.6,1.9,13.9,4.8,45.1,20.3,0.0,11.8,1.8
25021415202,0.646,0.4507,0.7646,0.5053,0.7094,3083,11.3,16.2,2.1,0.0,24.7,0.9,25.4,22.9,0.0,8.4,2.3
25021415300,0.3471,0.0433,0.317,0.4066,0.8261,3872,3.8,2.3,3.4,0.3,20.0,0.4,20.0,12.4,1.1,7.4,1.2
25021416101,0.1594,0.103,0.2134,0.376,0.3547,5784,5.9,2.4,4.2,0.0,16.3,0.4,18.2,8.8,0.0,3.7,2.3
25021416102,0.2957,0.285,0.0998,0.5553,0.5173,4307,3.8,6.3,3.3,1.8,17.2,1.4,29.3,23.2,0.0,6.5,32.8
25021416200,0.4043,0.4237,0.4269,0.8582,0.1846,6991,12.1,2.3,4.7,1.9,18.6,1.6,59.7,0.0,0.0,12.7,0.2
25021416300,0.3183,0.3346,0.6303,0.5734,0.1042,5204,6.8,5.4,4.0,1.2,15.4,1.7,30.2,10.0,0.0,3.7,0.1
25021416400,0.0797,0.0753,0.1864,0.1774,0.2524,6201,4.7,3.7,4.3,0.2,13.0,0.6,10.2,4.1,0.0,1.1,0.9
25021417100,0.5587,0.5574,0.5223,0.6352,0.4338,6133,10.0,2.8,12.5,2.6,18.8,8.7,34.4,12.2,0.0,9.3,0.1
25021417201,0.7765,0.7213,0.2793,0.8976,0.9316,5023,17.5,4.0,12.4,5.0,16.2,20.0,68.9,45.5,1.2,11.9,0.0
25021417202,0.7056,0.7633,0.3635,0.7989,0.6234,3815,10.9,5.5,16.5,7.5,18.2,15.2,49.8,17.2,0.0,7.9,0.6
25021417300,0.5028,0.2147,0.3591,0.4678,0.8908,3268,9.5,2.7,4.5,0.7,31.7,4.9,23.3,73.4,0.0,11.4,6.2
25021417400,0.1099,0.1199,0.1406,0.4022,0.2367,3150,4.5,1.8,6.1,1.0,17.2,1.0,19.7,5.5,0.0,11.2,0.0
25021417501,0.7043,0.72,0.6296,0.8014,0.4815,5512,14.7,4.8,16.6,4.0,13.4,19.4,50.4,16.2,0.0,6.6,0.0
25021417502,0.8161,0.6516,0.5499,0.8457,0.9787,4653,16.2,2.5,21.0,1.5,12.7,15.4,57.7,31.4,0.3,21.4,0.4
25021417601,0.683,0.7451,0.1243,0.7539,0.8249,5752,12.9,11.0,11.8,2.9,14.8,12.7,44.5,24.6,0.0,16.0,6.7
25021417602,0.7326,0.8041,0.6008,0.7514,0.5035,4801,21.7,7.5,13.5,3.5,16.1,9.6,44.3,36.9,0.0,15.6,0.1
25021417702,0.6692,0.607,0.5028,0.4047,0.8305,2875,14.3,5.0,4.9,5.2,15.0,5.6,19.9,22.6,0.0,6.0,6.3
25021417703,0.9416,0.9404,0.8035,0.7102,0.9366,2304,30.4,15.0,10.7,5.9,36.3,9.0,40.4,69.9,0.0,40.9,9.1
25021417704,0.4664,0.4802,0.0866,0.6071,0.7433,4111,11.6,2.8,6.8,4.0,11.9,5.4,32.4,60.0,0.0,16.7,0.3
25021417801,0.5273,0.3333,0.683,0.4472,0.6108,5425,14.0,5.3,1.9,0.2,25.7,5.8,22.5,8.2,0.7,3.5,0.0
25021417802,0.9266,0.9146,0.9548,0.8332,0.7163,3189,51.8,12.7,25.6,2.3,12.1,15.8,55.4,15.2,0.0,33.0,0.1
25021417901,0.8776,0.8901,0.6761,0.7264,0.8751,7388,19.6,10.9,12.8,4.4,22.7,10.2,42.0,63.0,0.0,17.1,1.0
25021417902,0.7916,0.5474,0.6855,0.7333,0.9724,3762,16.8,2.0,15.1,2.3,14.0,8.1,42.5,11.5,0.2,19.7,1.2
25021418002,0.6748,0.6347,0.3371,0.7951,0.7834,7217,12.8,9.3,6.0,2.3,10.0,6.8,49.2,34.8,0.0,7.5,0.8
25021418003,0.5417,0.4325,0.0659,0.7839,0.9272,2833,17.0,3.8,2.1,1.5,8.0,7.0,48.1,61.3,6.5,8.6,0.0
25021418004,0.7866,0.8519,0.5361,0.8176,0.6478,5037,27.9,8.4,14.6,4.0,16.4,21.2,52.7,22.9,0.0,15.1,0.1
25021418101,0.7075,0.6221,0.6202,0.6652,0.7401,4684,15.5,4.4,4.5,3.1,21.8,3.8,37.1,41.1,0.0,21.2,0.7
25021418102,0.7357,0.8211,0.2486,0.807,0.7288,3400,13.1,12.1,9.9,5.0,11.2,9.5,51.4,25.4,0.0,14.5,0.4
25021418201,0.769,0.8776,0.3679,0.8364,0.6309,6612,27.6,11.3,6.3,5.9,12.4,8.9,56.0,42.4,0.0,11.9,0.1
25021419100,0.2875,0.1701,0.4438,0.5759,0.3038,5927,6.7,3.3,5.6,0.3,14.5,2.4,30.3,14.8,0.0,1.6,0.3
25021419200,0.5003,0.3992,0.3409,0.5128,0.6911,5434,10.1,5.3,6.7,0.5,16.5,4.1,25.9,16.5,0.0,12.0,2.5
25021419300,0.6271,0.5756,0.7665,0.6221,0.403,4168,14.7,2.5,10.2,2.9,12.5,4.4,33.3,17.2,0.0,8.5,0.0
25021419400,0.742,0.5599,0.9736,0.6646,0.4714,3227,11.2,0.7,14.8,4.3,26.4,17.7,37.0,2.0,0.0,23.5,0.4
25021419500,0.2856,0.1262,0.135,0.6802,0.6089,3663,6.0,2.8,5.5,0.8,20.0,3.4,38.1,10.1,0.0,7.1,4.1
25021419601,0.1249,0.1827,0.2643,0.4809,0.1036,1378,13.4,4.2,0.0,0.1,14.7,8.4,23.7,63.8,0.0,0.0,0.0
25021419602,0.4809,0.3961,0.7401,0.4859,0.3132,6073,11.9,7.6,3.3,0.7,17.3,3.4,24.1,3.8,0.7,4.8,0.1
25021419700,0.4765,0.2417,0.4834,0.6221,0.6648,4476,6.6,3.0,4.4,2.1,18.0,4.0,33.3,25.8,0.0,7.5,1.5
25021419800,0.6566,0.6014,0.6566,0.5315,0.6447,4402,10.1,3.3,9.0,3.1,18.4,4.5,27.3,19.7,0.0,8.7,4.5
25021420101,0.737,0.6139,0.7282,0.8551,0.7075,6000,11.5,7.4,10.9,2.2,12.4,5.9,59.3,12.0,0.0,10.9,0.5
25021420102,0.7294,0.8154,0.4149,0.9138,0.5493,3861,17.3,6.7,23.5,2.5,17.3,10.1,72.0,13.6,0.0,8.0,0.2
25021420201,0.7709,0.6573,0.7571,0.8926,0.7244,2834,8.8,3.3,15.5,3.4,23.0,6.4,67.9,15.0,0.0,11.2,3.7
25021420202,0.7878,0.764,0.8324,0.9101,0.5179,7045,18.4,8.7,9.6,2.0,16.3,8.2,71.4,34.2,0.0,9.0,0.2
25021420301,0.8387,0.8374,0.8839,0.9457,0.5298,7507,12.4,8.1,13.6,7.0,15.8,9.4,82.8,7.8,0.0,7.1,0.7
25021420302,0.8763,0.7853,0.7991,0.9101,0.8996,7444,11.6,11.3,13.4,3.8,18.4,8.9,71.4,21.7,1.0,8.7,2.2
25021421100,0.5355,0.3817,0.7558,0.5403,0.4382,5636,20.1,1.3,5.6,0.5,22.4,0.0,27.9,10.1,0.6,6.9,0.1
25021421200,0.5091,0.5047,0.6547,0.5166,0.3239,5702,7.7,6.0,9.4,1.2,19.0,3.5,26.2,0.0,5.0,2.2,0.9
25021422100,0.0917,0.1682,0.2819,0.2092,0.1004,5350,5.4,2.4,4.6,1.0,17.6,1.6,11.4,5.5,0.0,3.1,0.3
25021422201,0.5229,0.5053,0.6158,0.4379,0.4149,1769,8.0,1.3,5.2,3.3,19.1,10.2,21.9,68.1,0.0,1.4,0.4
25021422202,0.6736,0.6522,0.6453,0.4497,0.6453,7263,13.6,5.9,4.7,3.2,20.1,5.7,22.6,32.3,0.0,9.4,0.2
25021422301,0.1858,0.2756,0.221,0.2386,0.2291,3494,7.1,6.0,3.8,1.5,19.0,2.1,12.4,1.5,0.0,6.2,0.1
25021422303,0.6491,0.7464,0.2015,0.4585,0.7445,4781,12.2,7.7,6.2,3.8,16.4,5.7,22.9,49.0,0.0,6.5,2.3
25021422304,0.049,0.2128,0.0647,0.1799,0.1343,2122,8.1,4.3,3.5,1.5,15.1,0.0,10.3,1.8,0.0,5.6,0.7
25021422401,0.9498,0.9077,0.8142,0.4997,0.9931,3248,18.8,12.5,10.5,7.1,24.3,7.0,24.9,44.3,4.0,8.6,3.7
25021422402,0.4049,0.322,0.0665,0.2455,0.9159,3869,7.2,5.2,4.6,1.4,18.5,0.9,12.7,19.3,0.4,6.3,1.9
25021422501,0.4074,0.4463,0.1576,0.5497,0.4991,4492,10.1,2.5,3.5,2.1,10.7,0.9,28.9,30.3,0.0,7.1,0.3
25021422502,0.6792,0.6981,0.5851,0.5803,0.5687,6458,27.8,3.4,11.7,2.7,21.1,2.6,30.5,22.7,0.0,11.9,0.0
25021422600,0.2404,0.1406,0.3804,0.3966,0.361,6918,8.1,3.0,3.3,1.1,16.4,2.0,19.4,0.0,0.6,4.1,0.1
25021422700,0.5782,0.4331,0.8148,0.4285,0.4884,3778,8.9,4.7,8.6,1.5,21.3,2.9,21.4,14.3,0.0,7.4,1.1
25021422800,0.2454,0.3955,0.1306,0.1636,0.3666,3758,6.8,3.7,2.9,3.7,27.0,0.7,9.7,33.0,0.0,1.3,0.6
25021423101,0.2863,0.2436,0.3792,0.1437,0.4269,3679,9.6,3.1,0.5,2.2,20.2,1.3,9.0,3.7,0.0,3.2,0.8
25021423102,0.2511,0.3879,0.1701,0.0531,0.381,4651,4.1,4.5,4.3,3.2,13.2,0.0,5.8,5.8,0.0,7.5,0.9
25021440101,0.7571,0.7207,0.8575,0.3704,0.6616,6710,15.9,7.7,6.0,2.9,24.3,3.3,17.9,18.0,11.5,4.7,0.6
25021440102,0.123,0.3007,0.1557,0.4722,0.0734,3104,4.3,8.1,0.3,0.8,10.4,0.0,23.4,0.5,0.0,5.1,0.3
25021441202,0.0088,0.0132,0.0753,0.1162,0.0954,2951,4.1,2.0,1.3,1.0,12.3,0.4,8.1,0.0,0.0,2.9,2.0
25021441203,0.4871,0.3999,0.6102,0.2904,0.5085,3671,8.0,8.8,2.6,2.0,25.3,0.8,14.6,8.2,0.0,6.9,4.2
25021441204,0.2932,0.275,0.4388,0.0294,0.398,5551,5.4,6.8,5.8,1.0,20.0,0.2,4.1,8.0,0.0,1.6,3.1
25021442101,0.1268,0.1212,0.0873,0.2842,0.4357,5522,5.4,3.9,0.7,2.2,12.7,0.2,14.2,5.2,0.0,2.1,14.2
25021442103,0.0383,0.0854,0.5348,0.2386,0.0038,7229,3.0,6.1,2.5,0.1,12.8,1.4,12.4,0.0,0.0,0.8,0.0
25021442104,0.0998,0.1494,0.1036,0.3598,0.2429,5406,7.6,1.2,3.1,1.6,13.3,1.4,17.5,13.1,0.0,0.0,0.1
25021442105,0.3258,0.3176,0.2059,0.4385,0.4444,2109,6.9,3.4,9.3,0.7,12.9,2.0,22.0,33.6,0.0,2.9,0.7
25021442201,0.2417,0.076,0.2285,0.1031,0.7238,4020,5.8,4.4,0.9,0.5,14.5,0.5,7.6,21.2,0.4,2.9,0.7
25021442203,0.5085,0.376,0.6937,0.1936,0.5844,3816,13.7,4.4,3.0,0.5,21.9,1.0,10.8,20.7,0.0,10.6,1.7
25021442204,0.5022,0.6127,0.5662,0.2773,0.3283,4675,10.4,13.7,3.1,2.7,8.4,1.6,14.0,9.7,0.0,5.6,3.4
25021443103,0.2053,0.5455,0.3352,0.2886,0.0282,4238,7.7,7.1,7.1,4.3,12.7,0.0,14.5,0.0,0.0,2.4,0.2
25021443104,0.0992,0.2329,0.0766,0.0212,0.3233,4604,8.5,7.6,2.1,0.5,14.0,1.2,3.6,0.9,3.2,1.2,0.0
25021443105,0.3892,0.6855,0.3597,0.4285,0.0697,2159,17.8,4.5,2.7,12.7,14.3,14.0,21.4,0.9,0.0,5.3,0.2
25021443106,0.4746,0.2982,0.6416,0.5322,0.4865,6024,1.2,8.5,3.2,0.2,14.7,0.2,27.5,24.1,0.0,1.6,0.2
25021456101,0.2128,0.0785,0.4476,0.6402,0.2599,4021,1.7,1.2,4.4,1.9,17.1,3.4,35.0,5.8,0.0,4.1,4.0
25021456102,0.6296,0.7238,0.5129,0.5634,0.4118,5429,14.7,6.3,12.6,2.8,18.7,5.5,29.7,11.4,0.0,3.8,1.7
25021456200,0.4752,0.3741,0.1632,0.7645,0.6955,3951,5.3,6.0,7.8,1.0,14.5,3.3,45.4,29.2,0.0,7.0,1.2
25021456301,0.7062,0.6786,0.7244,0.6746,0.5179,2249,23.6,5.6,9.6,0.6,19.1,9.6,37.8,13.8,0.0,9.4,0.1
25021456302,0.693,0.7232,0.8443,0.7945,0.2492,5255,32.0,6.0,9.3,0.7,26.3,2.5,49.1,16.5,0.0,11.1,0.1
25021456401,0.6089,0.3459,0.8098,0.6109,0.6347,2476,9.5,2.6,13.7,0.5,16.1,5.0,32.6,1.9,1.2,6.7,0.5
25021456402,0.2712,0.4313,0.6051,0.5603,0.0245,5670,8.2,4.8,8.0,1.7,22.8,4.1,29.5,2.0,0.0,0.3,0.1
25021457100,0.5599,0.3566,0.8406,0.6096,0.4206,4730,7.1,3.4,8.2,1.3,18.9,2.5,32.5,0.5,0.5,2.7,0.1
25021457200,0.1984,0.0866,0.4601,0.5078,0.2517,6119,1.2,5.8,2.4,0.3,16.7,1.6,25.6,6.3,0.0,8.9,0.7
25021980000,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
25023500101,0.1375,0.1299,0.3905,0.1081,0.2235,3463,7.5,4.5,1.3,0.5,22.8,0.3,7.8,5.3,0.4,3.7,0.0
25023500103,0.0458,0.2003,0.0847,0.0506,0.1237,2730,6.2,5.2,1.6,0.4,24.4,0.3,5.7,24.7,0.0,4.1,0.0
25023500104,0.0395,0.1689,0.0986,0.0062,0.1174,3923,6.8,2.5,3.6,0.9,22.5,0.0,2.0,4.2,0.0,1.5,0.0
25023501101,0.3779,0.162,0.5443,0.0999,0.6485,3494,7.3,4.7,1.3,0.5,20.4,1.1,7.5,10.5,4.9,7.2,0.7
25023501102,0.204,0.0804,0.2875,0.1824,0.5267,8434,4.6,2.8,3.5,0.5,20.5,1.4,10.4,11.8,0.0,4.6,2.1
25023501201,0.0031,0.0345,0.1651,0.0144,0.0,4326,1.6,4.9,0.4,0.5,15.6,0.2,3.1,0.0,0.0,0.0,0.0
25023501203,0.0075,0.0082,0.1714,0.0212,0.0358,2539,2.4,3.9,1.0,0.0,11.8,0.0,3.6,0.0,0.0,5.1,0.1
25023501204,0.2687,0.0992,0.4758,0.0837,0.5518,5350,5.5,3.5,0.6,0.0,41.3,0.0,6.9,46.5,0.0,11.0,1.9
25023502101,0.1783,0.4488,0.0942,0.3629,0.1444,6356,13.7,4.2,8.1,0.7,8.5,1.6,17.6,12.3,0.0,2.2,0.5
25023502102,0.3126,0.1946,0.6026,0.1799,0.3685,5150,10.1,3.0,4.6,0.4,15.8,0.4,10.3,8.9,4.7,5.5,0.0
25023502200,0.6133,0.4871,0.6598,0.2448,0.7546,6215,13.1,5.4,3.3,1.1,20.4,1.0,12.6,1.9,7.6,6.9,2.6
25023503101,0.1551,0.2222,0.1846,0.0931,0.3208,7268,6.3,7.7,3.0,0.3,14.8,0.4,7.2,2.4,0.5,6.4,0.1
25023503102,0.2768,0.3427,0.4401,0.0931,0.2649,7505,7.6,5.2,3.0,2.4,15.4,1.0,7.2,10.7,0.0,5.3,1.2
25023504101,0.2348,0.0326,0.3967,0.1312,0.6654,5417,5.1,2.2,2.7,0.2,15.7,0.8,8.6,2.9,3.7,2.1,4.1
25023504102,0.054,0.0188,0.4827,0.188,0.0841,5864,5.3,1.6,1.6,0.6,14.3,0.6,10.6,1.8,0.0,1.5,0.2
25023505102,0.0691,0.0734,0.3672,0.1193,0.1243,5468,6.3,4.7,0.3,0.2,19.6,0.0,8.2,3.4,0.0,0.4,0.5
25023505103,0.0025,0.0408,0.0289,0.0668,0.0226,3089,4.8,2.0,0.4,0.6,14.7,0.0,6.3,2.8,0.0,2.4,0.0
25023505104,0.022,0.1356,0.2649,0.03,0.0082,3833,9.3,2.3,0.7,0.4,17.0,0.0,4.2,0.0,0.0,2.7,0.0
25023505201,0.1519,0.1124,0.5047,0.2954,0.1538,2009,8.2,3.5,3.6,0.0,28.0,2.6,14.7,1.8,0.0,1.9,4.7
25023505202,0.3396,0.1764,0.7395,0.2773,0.2944,4670,6.4,1.6,5.6,2.3,28.4,3.4,14.0,11.5,0.0,6.0,1.3
25023506102,0.5606,0.5348,0.5562,0.0881,0.6692,5849,15.7,0.8,5.9,3.2,15.6,0.9,7.1,22.3,0.0,4.5,1.0
25023506103,0.0195,0.1419,0.2003,0.0706,0.0075,2727,24.4,1.1,0.9,0.0,16.6,0.0,6.4,0.0,0.0,2.6,0.0
25023506104,0.0276,0.0144,0.3202,0.2249,0.0471,4082,1.4,1.6,0.8,1.5,20.6,0.0,11.9,0.0,0.0,0.0,1.3
