GEOID,tract_name,county,population,median_household_income,poverty_rate,renter_rate,no_vehicle_rate,multifamily_share,rent_burdened_share,svi_rpl_themes,svi_rpl_theme1,svi_rpl_theme2,svi_rpl_theme3,svi_rpl_theme4,public_ev_station_count,public_dc_fast_station_count,public_dc_fast_port_count,nearest_public_ev_station_miles,solar_proxy_municipality,municipal_solar_project_count,municipal_residential_solar_project_count,municipal_solar_capacity_dc_mw,doe_lead_join_status
25017338100,Census Tract 3381,Middlesex,3471.0,227083.0,0.0351483722270239,0.148881239242685,0.0111876075731497,0.1540425531914893,0.3179190751445087,0.0232,0.0282,0.3453,0.5415,0.005,0,0,0,0.712,WINCHESTER,441,427,4.1942330000000005,not_available
25017383502,Census Tract 3835.02,Middlesex,3920.0,97943.0,0.0332431387707769,0.5071360608943863,0.0342530922930542,0.3996229971724788,0.5328330206378987,0.6234,0.656,0.4225,0.7395,0.5072,9,0,0,0.211,FRAMINGHAM,1991,1886,38.134805,not_available
25017300100,Census Tract 3001,Middlesex,3211.0,115598.0,0.0263157894736842,0.0452022204599524,0.0079302141157811,0.0174110522331567,0.2807017543859649,0.064,0.4218,0.0709,0.0381,0.0665,0,0,0,6.07,ASHBY,201,193,4.481135999999999,not_available
25025010802,Census Tract 108.02,Suffolk,2868.0,153618.0,0.080130529369108,0.592463768115942,0.4318840579710145,0.986854917234664,0.388454011741683,0.2241,0.1908,0.0264,0.3254,0.8701,0,0,0,0.283,BOSTON,4471,4197,71.531141,not_available
25025110601,Census Tract 1106.01,Suffolk,2937.0,159397.0,0.0075187969924812,0.3504144687264506,0.1906556141672946,0.4247851002865329,0.4924731182795699,0.4965,0.1965,0.6127,0.3442,0.7866,0,0,0,0.71,BOSTON,4471,4197,71.531141,not_available
25025090901,Census Tract 909.01,Suffolk,3062.0,58716.0,0.34944480731548,0.9986541049798116,0.3432032301480484,0.8229548229548229,0.612533692722372,0.8029,0.7759,0.462,0.9207,0.8795,23,0,0,0.133,BOSTON,4471,4197,71.531141,not_available
25025000402,Census Tract 4.02,Suffolk,3669.0,108235.0,0.1532725766362883,0.7538677918424754,0.1919831223628691,0.834625322997416,0.4934701492537313,0.5807,0.5738,0.0678,0.6402,0.9127,2,0,0,0.247,BOSTON,4471,4197,71.531141,not_available
25025060603,Census Tract 606.03,Suffolk,2082.0,176198.0,0.0509125840537944,0.8055754110078628,0.4403145103645461,0.9772866789441376,0.3904170363797693,0.0138,0.0113,0.0025,0.3379,0.5794,96,10,10,0.036,BOSTON,4471,4197,71.531141,not_available
25021413500,Census Tract 4135,Norfolk,4559.0,71465.0,0.1642021628779519,0.672264631043257,0.0503816793893129,0.6608478802992519,0.7047691143073429,0.7502,0.7188,0.8569,0.7577,0.4608,11,0,0,0.321,NORWOOD,6,4,0.89539,not_available
25017330202,Census Tract 3302.02,Middlesex,3847.0,93385.0,0.0454899922017156,0.3571000599161174,0.0671060515278609,0.4139875916525662,0.6711409395973155,0.5719,0.5122,0.7062,0.3417,0.4934,4,0,0,0.628,NORTH READING,34,26,1.7918340000000001,not_available
25017384004,Census Tract 3840.04,Middlesex,1442.0,132163.0,0.0201583873290136,0.2451838879159369,0.0070052539404553,0.3327495621716287,0.3285714285714285,0.5292,0.4231,0.5135,0.6952,0.521,0,0,0,0.844,FRAMINGHAM,1991,1886,38.134805,not_available
25017333601,Census Tract 3336.01,Middlesex,2251.0,125278.0,0.097734340293203,0.8772727272727273,0.0227272727272727,0.8663239074550129,0.5295336787564767,0.3019,0.634,0.0979,0.6508,0.113,19,1,12,0.342,WOBURN,1280,1197,29.075126,not_available
25021442105,Census Tract 4421.05,Norfolk,2235.0,139091.0,0.0577181208053691,0.3111111111111111,0.02,0.3653061224489796,0.5107142857142857,0.3258,0.3176,0.2059,0.4385,0.4444,0,0,0,1.258,FRANKLIN,627,585,25.62493899999999,not_available
25017330101,Census Tract 3301.01,Middlesex,3546.0,207750.0,0.0174844895657078,0.0196581196581196,0.0076923076923076,0.0196581196581196,1.0,0.0063,0.0019,0.2373,0.1455,0.0314,0,0,0,2.463,NORTH READING,34,26,1.7918340000000001,not_available
25009261102,Census Tract 2611.02,Essex,4542.0,111890.0,0.0777190664905328,0.2473060344827586,0.0053879310344827,0.4625816172777499,0.4531590413943355,0.29,0.3892,0.5116,0.6209,0.0672,0,0,0,0.549,HAVERHILL,1112,1071,29.966203999999998,not_available
25009252102,Census Tract 2521.02,Essex,4631.0,134776.0,0.0136039732239257,0.1158576051779935,0.0362459546925566,0.0297734627831715,0.5195530726256983,0.0973,0.1858,0.2856,0.5634,0.037,0,0,0,1.222,METHUEN,1661,1635,22.574887,not_available
25025100800,Census Tract 1008,Suffolk,5738.0,78533.0,0.1205995120250958,0.5565402339595888,0.2073732718894009,0.7528360261258165,0.5273885350318471,0.666,0.6045,0.8186,0.7689,0.4055,1,0,0,0.545,BOSTON,4471,4197,71.531141,not_available
25025050400,Census Tract 504,Suffolk,2174.0,74023.0,0.1609935602575897,0.7098591549295775,0.4253521126760563,0.936411149825784,0.4457671957671957,0.8531,0.8362,0.5292,0.817,0.9297,1,0,0,0.059,BOSTON,4471,4197,71.531141,not_available
25025092200,Census Tract 922,Suffolk,4006.0,116818.0,0.1038442336495257,0.4091627172195892,0.1951026856240126,0.6003098373353989,0.415057915057915,0.7087,0.553,0.7859,0.8988,0.5982,0,0,0,0.42,BOSTON,4471,4197,71.531141,not_available
25023530300,Census Tract 5303,Plymouth,4063.0,77163.0,0.0681762244646812,0.6118421052631579,0.075438596491228,0.6541232986389112,0.4444444444444444,0.5618,0.7583,0.3057,0.268,0.4275,5,0,0,0.462,PLYMOUTH,1588,1483,53.683165,not_available
25017368300,Census Tract 3683,Middlesex,5742.0,91955.0,0.1913558731265249,0.5056618508395159,0.1085513471300273,0.579746835443038,0.5413127413127413,0.5512,0.6077,0.1105,0.7995,0.6792,0,0,0,0.567,WALTHAM,989,922,18.634272,not_available
25017363201,Census Tract 3632.01,Middlesex,3448.0,232000.0,0.0258120649651972,0.1617647058823529,0.023219814241486,0.1114551083591331,0.3732057416267942,0.0308,0.0038,0.2655,0.5971,0.0515,1,0,0,0.782,ACTON,720,669,17.895219,not_available
25017301102,Census Tract 3011.02,Middlesex,5085.0,126549.0,0.0697628458498023,0.0945494994438264,0.0,0.0502732240437158,0.5647058823529412,0.0703,0.4338,0.1318,0.0931,0.027,0,0,0,0.856,TOWNSEND,392,378,4.41111,not_available
25021417901,Census Tract 4179.01,Norfolk,7161.0,58392.0,0.1518456375838926,0.7373380447585395,0.1943462897526501,0.8163310466917459,0.5971246006389777,0.8776,0.8901,0.6761,0.7264,0.8751,0,0,0,0.658,QUINCY,928,875,10.740924000000001,not_available
25021400300,Census Tract 4003,Norfolk,4628.0,190667.0,0.0847383402671337,0.3672566371681416,0.2378318584070796,0.8458289334741288,0.4036144578313253,0.3773,0.2687,0.231,0.6096,0.5317,0,0,0,0.344,BROOKLINE,294,277,3.542596,not_available
25009210301,Census Tract 2103.01,Essex,5095.0,62627.0,0.0953150242326332,0.4917449012625445,0.2748462285529297,0.8803016022620169,0.8387096774193549,0.7677,0.6748,0.5424,0.0637,0.9868,2,0,0,0.466,PEABODY,31,26,1.313219,not_available
25023511702,Census Tract 5117.02,Plymouth,2806.0,120660.0,0.0295902883156297,0.2948979591836734,0.0193877551020408,0.2682926829268293,0.3217993079584775,0.5763,0.4809,0.521,0.7908,0.5317,1,0,0,0.543,BROCKTON,2369,2299,29.462186000000003,not_available
25025110106,Census Tract 1101.06,Suffolk,1590.0,92083.0,0.080503144654088,0.5194805194805194,0.1753246753246753,0.7717528373266078,0.71,0.7006,0.619,0.5731,0.5465,0.8023,0,0,0,0.262,BOSTON,4471,4197,71.531141,not_available
25023542302,Census Tract 5423.02,Plymouth,4104.0,78301.0,0.1326829268292683,0.5588069780528981,0.0433314575126617,0.5591280653950954,0.5558912386706949,0.6849,0.5148,0.7106,0.0931,0.9002,5,2,2,0.387,MIDDLEBOROUGH,45,31,8.938308999999999,not_available
25025070102,Census Tract 701.02,Suffolk,3346.0,123454.0,0.3401301518438178,0.6888361045130641,0.6009501187648456,1.0,0.4022988505747126,0.8412,0.7809,0.6868,0.7883,0.9115,2,0,0,0.15,BOSTON,4471,4197,71.531141,not_available
25025060601,Census Tract 606.01,Suffolk,1846.0,190833.0,0.0146262188515709,0.6203866432337434,0.4261862917398945,0.9611158072696534,0.1770538243626062,0.2699,0.1255,0.0364,0.7021,0.8537,1,0,0,0.148,BOSTON,4471,4197,71.531141,not_available
25025080300,Census Tract 803,Suffolk,2210.0,45962.0,0.2394366197183098,0.7554824561403509,0.4703947368421052,0.8378947368421052,0.737300435413643,0.9404,0.9586,0.7031,0.9594,0.909,0,0,0,0.209,BOSTON,4471,4197,71.531141,not_available
25017368101,Census Tract 3681.01,Middlesex,5536.0,140536.0,0.0732647814910025,0.5743697478991596,0.1126050420168067,0.4365546218487395,0.4579370885149963,0.4652,0.2517,0.6485,0.6327,0.4896,0,0,0,0.48,WALTHAM,989,922,18.634272,not_available
25009207100,Census Tract 2071,Essex,4153.0,118929.0,0.0974668275030156,0.5769230769230769,0.073076923076923,0.7400508044030483,0.375,0.818,0.7702,0.9027,0.9438,0.5355,0,0,0,0.474,LYNN,2005,1957,16.419473999999997,not_available
25009221800,Census Tract 2218,Essex,1808.0,106705.0,0.059182428309945,0.1203566121842496,0.0104011887072808,0.1519337016574585,0.3703703703703703,0.1262,0.4438,0.1281,0.0606,0.0979,1,0,0,0.214,GLOUCESTER,861,817,7.946339,not_available
25017340100,Census Tract 3401,Middlesex,6584.0,165893.0,0.0361128332300062,0.214258039519566,0.0945370011623401,0.1558291650634859,0.7811934900542495,0.4237,0.4727,0.2128,0.6302,0.4193,1,0,0,0.246,MEDFORD,902,867,8.082967,not_available
25017310200,Census Tract 3102,Middlesex,7273.0,91192.0,0.1902617506332676,0.495311167945439,0.1739130434782608,0.5937629937629938,0.5688468158347676,0.8192,0.7376,0.897,0.8595,0.6466,0,0,0,0.656,LOWELL,1560,1490,17.496131000000002,not_available
25025100500,Census Tract 1005,Suffolk,8246.0,68858.0,0.2138433515482695,0.613160518444666,0.2731804586241276,0.8331181407359587,0.4509485094850948,0.8989,0.8801,0.8085,0.95,0.8173,0,0,0,0.461,BOSTON,4471,4197,71.531141,not_available
25025050300,Census Tract 503,Suffolk,3691.0,67129.0,0.1615176151761517,0.8834645669291339,0.484514435695538,0.9266012155212716,0.4913844325609031,0.8814,0.8663,0.5819,0.8557,0.9284,0,0,0,0.275,BOSTON,4471,4197,71.531141,not_available
25025000201,Census Tract 2.01,Suffolk,4407.0,123525.0,0.1706873008648156,0.6933835395373857,0.1452393760086067,0.5928833071690215,0.4297905352986811,0.597,0.7916,0.0785,0.6665,0.6221,0,0,0,0.514,BOSTON,4471,4197,71.531141,not_available
25021404400,Census Tract 4044,Norfolk,6552.0,250001.0,0.1118295019157088,0.2771972956361401,0.0958819913952059,0.3271137026239067,0.3658536585365853,0.2668,0.2028,0.1525,0.5353,0.4809,5,0,0,0.438,WELLESLEY,103,96,0.9873540000000001,not_available
25021402102,Census Tract 4021.02,Norfolk,4677.0,83766.0,0.1338839382742882,0.3336870026525199,0.0811671087533156,0.3737636647579386,0.6947535771065183,0.6805,0.5612,0.8537,0.5928,0.516,0,0,0,0.93,DEDHAM,478,454,9.047156999999999,not_available
25023540101,Census Tract 5401.01,Plymouth,4543.0,107500.0,0.0617338979273456,0.283704572098476,0.0175849941383352,0.2855524079320113,0.7045454545454546,0.4827,0.4739,0.4947,0.1555,0.5631,3,0,0,1.235,LAKEVILLE,68,64,3.9499299999999997,not_available
25023510900,Census Tract 5109,Plymouth,2094.0,26109.0,0.4319923371647509,0.9148737137511692,0.5425631431244153,0.9752270850536746,0.6584867075664622,1.0,0.9994,0.9906,0.9288,0.9981,2,0,0,0.144,BROCKTON,2369,2299,29.462186000000003,not_available
25023520202,Census Tract 5202.02,Plymouth,6217.0,130539.0,0.0682000965095705,0.3440308087291399,0.0282413350449293,0.3175010697475395,0.404228855721393,0.1645,0.4105,0.2122,0.2092,0.0948,1,0,0,0.822,ABINGTON,335,321,5.424993000000001,not_available
25017350702,Census Tract 3507.02,Middlesex,3238.0,43451.0,0.1834465719579987,0.803331197950032,0.3625880845611787,0.9439950217797136,0.4696969696969697,0.8311,0.6635,0.951,0.7689,0.7589,0,0,0,0.581,SOMERVILLE,752,707,10.104102999999999,not_available
25025170302,Census Tract 1703.02,Suffolk,3540.0,110671.0,0.215680473372781,0.8541790160047421,0.1215174866627148,0.90411672746222,0.494795281054823,0.7401,0.6252,0.3829,0.7739,0.9278,0,0,0,0.403,REVERE,1329,1289,11.942450999999998,not_available
25025170503,Census Tract 1705.03,Suffolk,1361.0,62188.0,0.1923360353721444,0.4032042723631509,0.1628838451268358,0.8331108144192256,0.5298013245033113,0.6924,0.6227,0.6114,0.7333,0.6623,0,0,0,0.233,REVERE,1329,1289,11.942450999999998,not_available
25025020200,Census Tract 202,Suffolk,3258.0,113618.0,0.1025168815224063,0.7960618846694796,0.6488513830285982,0.9014962593516208,0.5129564193168433,0.0546,0.167,0.0257,0.3417,0.3572,0,0,0,0.158,BOSTON,4471,4197,71.531141,not_available
25025101101,Census Tract 1011.01,Suffolk,4407.0,93750.0,0.1721703484399908,0.4887482419127988,0.1947960618846694,0.7079705291359678,0.4,0.8757,0.8707,0.9372,0.9894,0.4947,0,0,0,0.602,BOSTON,4471,4197,71.531141,not_available
25025120201,Census Tract 1202.01,Suffolk,4256.0,105701.0,0.1473214285714285,0.7231386535889434,0.2371823450735622,0.9319219593192196,0.4839704069050555,0.4451,0.4193,0.0716,0.807,0.7181,0,0,0,0.547,BOSTON,4471,4197,71.531141,not_available
25025050101,Census Tract 501.01,Suffolk,4891.0,50625.0,0.1824832775919732,0.644854253420583,0.3664485425342058,0.9021092482422932,0.5387453874538746,0.9228,0.887,0.8431,0.9063,0.8889,0,0,0,0.463,BOSTON,4471,4197,71.531141,not_available
25025091700,Census Tract 917,Suffolk,3477.0,74892.0,0.2786885245901639,0.6180620884289746,0.2699905926622766,0.9153122326775022,0.619482496194825,0.9692,0.9052,0.9517,0.9938,0.9027,0,0,0,0.164,BOSTON,4471,4197,71.531141,not_available
25021413401,Census Tract 4134.01,Norfolk,3345.0,98508.0,0.0352048558421851,0.4433055733504164,0.1037796284433055,0.5465253239104829,0.4869942196531792,0.4884,0.3704,0.1456,0.3698,0.8807,4,0,0,0.251,NORWOOD,6,4,0.89539,not_available
25021414200,Census Tract 4142,Norfolk,7600.0,240388.0,0.0455327597617471,0.0379021595416483,0.0193918025561921,0.0360243055555555,0.5232558139534884,0.1293,0.049,0.4526,0.6171,0.1243,1,0,0,0.518,SHARON,585,560,8.283498999999999,not_available
25021410100,Census Tract 4101,Norfolk,6746.0,115880.0,0.0390787518573551,0.1738478831022855,0.0314724615961034,0.3549337260677467,0.5948275862068966,0.6171,0.3264,0.8588,0.4622,0.6836,9,2,10,0.844,FOXBOROUGH,245,223,8.405213,not_available
25023502101,Census Tract 5021.01,Plymouth,6842.0,125997.0,0.0191464484068985,0.345476872697503,0.0253786328284895,0.4286862193652069,0.3009478672985782,0.1783,0.4488,0.0942,0.3629,0.1444,1,0,0,0.56,ROCKLAND,351,338,6.195281,not_available
25023511500,Census Tract 5115,Plymouth,5254.0,86513.0,0.1393395686199656,0.579963789981895,0.272178636089318,0.7449157466589192,0.5567117585848075,0.8362,0.904,0.8318,0.975,0.4394,0,0,0,0.551,BROCKTON,2369,2299,29.462186000000003,not_available
25021401201,Census Tract 4012.01,Norfolk,5645.0,250001.0,0.0579273693534101,0.3042341871406168,0.0642969158389963,0.1278784909358157,0.3402061855670103,0.457,0.1839,0.6529,0.7283,0.4965,4,0,0,0.304,BROOKLINE,294,277,3.542596,not_available
25021419601,Census Tract 4196.01,Norfolk,1305.0,106237.0,0.1164750957854406,0.5593451568894953,0.0095497953615279,0.759020618556701,0.6,0.1249,0.1827,0.2643,0.4809,0.1036,0,0,0,1.234,BRAINTREE,30,20,6.382543,not_available
25017351001,Census Tract 3510.01,Middlesex,4114.0,146229.0,0.0671550671550671,0.6253340459647247,0.2960983431320149,0.9187437686939184,0.3777777777777777,0.0584,0.2737,0.0069,0.4834,0.3101,2,0,0,0.167,SOMERVILLE,752,707,10.104102999999999,not_available
25025000505,Census Tract 5.05,Suffolk,1758.0,84417.0,0.1806797853309481,0.8534728829686014,0.5071360608943863,0.945765937202664,0.5663322185061316,0.7533,0.5832,0.4444,0.7364,0.9548,1,0,0,0.081,BOSTON,4471,4197,71.531141,not_available
25025110104,Census Tract 1101.04,Suffolk,1797.0,69675.0,0.2265625,0.5678832116788322,0.2218978102189781,0.8283378746594006,0.5681233933161953,0.9485,0.963,0.9253,0.925,0.7276,1,0,0,0.049,BOSTON,4471,4197,71.531141,not_available
25017335200,Census Tract 3352,Middlesex,6589.0,143008.0,0.0447229959764778,0.3766917293233082,0.0263157894736842,0.4842105263157895,0.2734530938123752,0.2574,0.0358,0.6736,0.2092,0.4476,0,0,0,0.518,WAKEFIELD,29,27,1.624038,not_available
25009206100,Census Tract 2061,Essex,4088.0,74911.0,0.1778375733855186,0.73579013116802,0.2086196127420362,0.9425981873111784,0.4949066213921901,0.9843,0.9862,0.9498,0.9631,0.9008,0,0,0,0.701,LYNN,2005,1957,16.419473999999997,not_available
25009252202,Census Tract 2522.02,Essex,3297.0,121908.0,0.0165593376264949,0.0607111882046834,0.0303555941023417,0.0225752508361204,0.1285714285714285,0.1594,0.3233,0.2097,0.4978,0.0891,0,0,0,1.202,METHUEN,1661,1635,22.574887,not_available
25017352900,Census Tract 3529,Middlesex,3092.0,159761.0,0.0244458930899608,0.4833204034134988,0.2505818463925524,0.7505197505197505,0.4430176565008025,0.4062,0.2367,0.1412,0.5803,0.7872,2,0,0,0.176,CAMBRIDGE,881,803,10.190912,not_available
25017354800,Census Tract 3548,Middlesex,2333.0,183056.0,0.0498699045967042,0.5170454545454546,0.1543560606060606,0.7782497875955819,0.4853479853479853,0.1544,0.0873,0.0333,0.569,0.7276,1,0,0,0.205,CAMBRIDGE,881,803,10.190912,not_available
25017341101,Census Tract 3411.01,Middlesex,3819.0,136125.0,0.0867627785058977,0.2634943181818182,0.1022727272727272,0.4460431654676259,0.5714285714285714,0.3704,0.5838,0.1274,0.8301,0.172,0,0,0,0.543,MALDEN,871,849,7.8276319999999995,not_available
25017310700,Census Tract 3107,Middlesex,4246.0,63015.0,0.156999226604795,0.7012726054922974,0.2203616878767582,0.6940438871473354,0.5950334288443171,0.8581,0.8274,0.8481,0.8401,0.7665,5,0,0,0.321,LOWELL,1560,1490,17.496131000000002,not_available
25009260600,Census Tract 2606,Essex,3981.0,90469.0,0.1486036382270048,0.413769123783032,0.0139082058414464,0.5353403141361257,0.6016806722689075,0.634,0.7577,0.6246,0.8239,0.1971,0,0,0,1.079,HAVERHILL,1112,1071,29.966203999999998,not_available
25009250400,Census Tract 2504,Essex,4392.0,51961.0,0.0967668488160291,0.8687815428983418,0.2386445565969718,0.840701754385965,0.6174273858921162,0.9617,0.9222,0.9441,0.9913,0.8632,0,0,0,0.344,LAWRENCE,1455,1384,18.827804,not_available
25009205600,Census Tract 2056,Essex,4285.0,84976.0,0.1838973162193699,0.4894342194955692,0.0579413769597818,0.4366645448758752,0.6643454038997214,0.7439,0.7081,0.8374,0.8214,0.4633,0,0,0,1.635,LYNN,2005,1957,16.419473999999997,not_available
25025040300,Census Tract 403,Suffolk,4827.0,208319.0,0.0248601615910503,0.364797081623347,0.2024623803009576,0.6174934725848564,0.19875,0.1017,0.0308,0.1287,0.386,0.4049,0,0,0,0.405,BOSTON,4471,4197,71.531141,not_available
25025091100,Census Tract 911,Suffolk,4688.0,133200.0,0.1506761107533805,0.5429417571569596,0.228035538005923,0.7849561605906784,0.3854545454545454,0.6428,0.6993,0.1569,0.782,0.7175,0,0,0,0.356,BOSTON,4471,4197,71.531141,not_available
25017352300,Census Tract 3523,Middlesex,4877.0,171633.0,0.0463058242436715,0.872778675282714,0.3861066235864297,0.9096364278150372,0.3590930124942156,0.199,0.081,0.022,0.7789,0.8462,82,0,0,0.097,CAMBRIDGE,881,803,10.190912,not_available
25017351403,Census Tract 3514.03,Middlesex,3986.0,116500.0,0.1665830406422478,0.6909492273730684,0.2742825607064018,0.8316939890710382,0.3682108626198083,0.8054,0.7031,0.511,0.7139,0.9592,0,0,0,0.267,SOMERVILLE,752,707,10.104102999999999,not_available
25017388100,Census Tract 3881,Middlesex,5496.0,144611.0,0.0383915574963609,0.265906099166301,0.0359806932865291,0.3497662558436039,0.5379537953795379,0.3051,0.3798,0.1199,0.5928,0.3679,1,0,0,1.134,BOXBOROUGH,32,31,5.2579340000000006,not_available
25017364102,Census Tract 3641.02,Middlesex,4658.0,122966.0,0.0553885787891799,0.2888688598467778,0.0545290671473636,0.3768054375531011,0.4633385335413416,0.268,0.2837,0.3653,0.3154,0.2762,0,0,0,0.428,MAYNARD,395,381,4.6461630000000005,not_available
25017312100,Census Tract 3121,Middlesex,3474.0,83730.0,0.1709844559585492,0.7295266716754321,0.135236664162284,0.7505518763796909,0.4747682801235839,0.8644,0.8713,0.9335,0.8663,0.4997,0,0,0,0.756,LOWELL,1560,1490,17.496131000000002,not_available
25021420202,Census Tract 4202.02,Norfolk,7183.0,100043.0,0.0799777065626306,0.3971681415929203,0.103716814159292,0.4227053140096618,0.5588235294117647,0.7878,0.764,0.8324,0.9101,0.5179,0,0,0,2.348,RANDOLPH,1202,1182,14.941883,not_available
25025020301,Census Tract 203.01,Suffolk,2518.0,133333.0,0.1196231052847193,0.8225806451612904,0.7346041055718475,1.0,0.464349376114082,0.5198,0.2178,0.1017,0.7102,0.9824,2,0,0,0.025,BOSTON,4471,4197,71.531141,not_available
25021400202,Census Tract 4002.02,Norfolk,3458.0,95592.0,0.2625584112149532,0.7511196417146513,0.4606525911708253,0.8184019370460048,0.7180579216354344,0.6183,0.3917,0.4288,0.5928,0.8839,0,0,0,0.263,BROOKLINE,294,277,3.542596,not_available
25023506206,Census Tract 5062.06,Plymouth,2420.0,106250.0,0.0406807804068078,0.1599650349650349,0.0227272727272727,0.0760869565217391,0.6284153005464481,0.1902,0.4928,0.1877,0.0206,0.123,0,0,0,1.691,MARSHFIELD,582,560,11.321784,not_available
25017336403,Census Tract 3364.03,Middlesex,3344.0,135054.0,0.051375037775763,0.7479775980087119,0.0678282514001244,0.7963291888691534,0.4018302828618968,0.5625,0.6447,0.204,0.654,0.5712,6,0,0,0.304,MELROSE,523,500,4.32162,not_available
25009250200,Census Tract 2502,Essex,6225.0,81449.0,0.0870273794002607,0.5200210748155953,0.0616438356164383,0.5766683647478349,0.707193515704154,0.8349,0.914,0.7853,0.9569,0.4802,0,0,0,0.734,LAWRENCE,1455,1384,18.827804,not_available
25025160501,Census Tract 1605.01,Suffolk,5576.0,53168.0,0.1894449499545041,0.7202230106436898,0.2589964521033958,0.7514423076923077,0.6586910626319493,0.8945,0.9127,0.8544,0.955,0.6748,0,0,0,0.323,CHELSEA,256,237,8.125049999999991,not_available
25023526100,Census Tract 5261,Plymouth,7748.0,118556.0,0.026458440887971,0.0446700507614213,0.0307952622673434,0.1872985170857511,0.2727272727272727,0.2486,0.2976,0.2524,0.1399,0.3672,1,1,4,0.462,HALIFAX,207,198,17.892661,not_available
25023510400,Census Tract 5104,Plymouth,4321.0,57639.0,0.2004165702383707,0.7398311588641596,0.2194934765924789,0.8777231201686577,0.5238589211618258,0.9686,0.9579,0.9479,0.9719,0.823,0,0,0,0.657,BROCKTON,2369,2299,29.462186000000003,not_available
25025110105,Census Tract 1101.05,Suffolk,2630.0,145647.0,0.0612167300380228,0.6500389711613406,0.1878409976617303,0.9659913169319826,0.2697841726618705,0.3214,0.2423,0.0176,0.6983,0.9184,0,0,0,0.595,BOSTON,4471,4197,71.531141,not_available
25025000604,Census Tract 6.04,Suffolk,2304.0,51641.0,0.3524305555555556,0.8626086956521739,0.4539130434782609,0.9913644214162348,0.626008064516129,0.6861,0.7426,0.1814,0.7851,0.752,1,0,0,0.078,BOSTON,4471,4197,71.531141,not_available
25017373100,Census Tract 3731,Middlesex,5183.0,162331.0,0.0534676481983727,0.4552352048558422,0.0950935761254425,0.6134067952249771,0.4,0.3057,0.268,0.2555,0.6134,0.3371,1,0,0,0.121,NEWTON,1445,1369,21.226114000000003,not_available
25021419800,Census Tract 4198,Norfolk,4666.0,96736.0,0.0757876184181537,0.2817526344980588,0.0859678313921242,0.4572916666666666,0.5413385826771654,0.6566,0.6014,0.6566,0.5315,0.6447,1,0,0,0.424,BRAINTREE,30,20,6.382543,not_available
25017370301,Census Tract 3703.01,Middlesex,4165.0,128976.0,0.0946502057613168,0.5123425692695214,0.1365239294710327,0.8603268945022289,0.3303834808259587,0.4532,0.489,0.6315,0.5184,0.2053,3,0,0,0.134,WATERTOWN,418,385,11.216307,not_available
25017342401,Census Tract 3424.01,Middlesex,3678.0,60115.0,0.243610657966286,0.7041009463722397,0.2088328075709779,0.8892931392931392,0.5546594982078853,0.7847,0.8952,0.3384,0.8707,0.6704,1,0,0,0.156,EVERETT,716,695,16.963893,not_available
25017359302,Census Tract 3593.02,Middlesex,0.0,,,,,,,-999.0,-999.0,-999.0,-999.0,-999.0,3,0,0,0.088,LINCOLN,248,232,3.355764,not_available
25025070902,Census Tract 709.02,Suffolk,2347.0,164289.0,0.153450492927561,0.4986967854039965,0.2432667245873153,0.979591836734694,0.3501742160278746,0.5367,0.57,0.1337,0.6621,0.6993,0,0,0,0.427,BOSTON,4471,4197,71.531141,not_available
25017317301,Census Tract 3173.01,Middlesex,3456.0,128625.0,0.0379821958456973,0.1792538671519563,0.016378525932666,0.2420382165605095,0.7918781725888325,0.5769,0.2637,0.8487,0.569,0.6058,2,0,0,0.317,CHELMSFORD,828,785,15.156638000000001,not_available
25021417902,Census Tract 4179.02,Norfolk,3940.0,118250.0,0.0946700507614213,0.5863970588235294,0.1783088235294117,0.6970588235294117,0.2016718913270637,0.7916,0.5474,0.6855,0.7333,0.9724,0,0,0,0.364,QUINCY,928,875,10.740924000000001,not_available
25017341903,Census Tract 3419.03,Middlesex,7587.0,129180.0,0.0981942796889416,0.7754577577899132,0.0478637969804047,0.8205980066445183,0.4739022369511185,0.6347,0.5631,0.1783,0.772,0.8493,4,0,0,0.127,MALDEN,871,849,7.8276319999999995,not_available
25023510503,Census Tract 5105.03,Plymouth,4249.0,66000.0,0.1648406374501992,0.5983606557377049,0.1399747793190416,0.5946617008069522,0.6174920969441517,0.995,0.919,0.9868,0.9138,0.9944,0,0,0,0.743,BROCKTON,2369,2299,29.462186000000003,not_available
25009217402,Census Tract 2174.02,Essex,3504.0,91159.0,0.1161529680365296,0.5667686034658511,0.1060142711518858,0.8633165829145729,0.4334532374100719,0.6817,0.6824,0.3911,0.4329,0.8104,0,0,0,0.319,BEVERLY,1056,998,26.101654999999997,not_available
25025010300,Census Tract 103,Suffolk,5317.0,71328.0,0.1837606837606837,0.8869257950530035,0.6819787985865724,0.9690402476780186,0.4940239043824701,0.5844,0.7219,0.0515,0.6483,0.8236,19,3,6,0.167,BOSTON,4471,4197,71.531141,not_available
25017358100,Census Tract 3581,Middlesex,5281.0,233056.0,0.0176009183087813,0.1357894736842105,0.0168421052631578,0.1417759838546922,0.3604651162790697,0.1481,0.0251,0.3089,0.7601,0.2605,3,0,0,0.442,LEXINGTON,978,927,19.113633999999998,not_available
25017327101,Census Tract 3271.01,Middlesex,4050.0,152344.0,0.0405,0.0445810914681014,0.0,0.0724743777452415,0.0,0.1092,0.14,0.5085,0.08,0.0879,0,0,0,3.495,PEPPERELL,380,370,5.730523,not_available
